,id,title,abstract,keyphrases,prmu,true,preds
120,582,Optimal estimation of a finite sample of a discrete chaotic process,the synthesis of optimal algorithms for estimating discrete chaotic processes specified by a finite sample is considered; various possible approaches are discussed. expressions determining the potential accuracy in estimating a single value of the chaotic process are derived. an example of the application of the general equations obtained is given,"['optimal estimation', 'finite sample', 'discrete chaotic process', 'optimal algorithm synthesis', 'space-time filtering']","['P', 'P', 'P', 'R', 'U']","['optimal estimation', 'finite sample', 'discrete chaotic process', 'optimal algorithm synthesis', 'space - time filtering']","['estimate discrete chaotic process specify', 'optimal algorithm', 'chaotic process', 'estimate', 'finite sample', 'expression determine', 'synthesis', 'general equation obtain', 'accuracy', 'single value']"
121,1192,Construction of two-sided bounds for initial-boundary value problems,"this paper extends the bounding operator approach developed for boundary value problems to the case of initial-boundary value problems (ibvps). following the general principle of bounding operators enclosing methods for the case of partial differential equations are discussed. in particular, continuous discretization methods with an appropriate error bound controlled shift and monotone extensions of rothe's method for parabolic problems are investigated","['two-sided bounds', 'initial-boundary value problems', 'bounding operator approach', 'bounding operators', 'partial differential equations', 'parabolic problems']","['P', 'P', 'P', 'P', 'P', 'P']","['two - sided bound', 'initial - boundary value problem', 'bound operator approach', 'bound operator', 'partial differential equation', 'parabolic problem']","['bound operator enclose method', 'continuous discretization method', 'bound operator approach develop', 'boundary value problem', 'error bind control shift', 'parabolic problem', 'partial differential equation', 'method', 'ibvps', 'rothe']"
122,683,Knowledge management,"the article defines knowledge management, discusses its role, and describes its functions. it also explains the principles of knowledge management, enumerates the strategies involved in knowledge management, and traces its history in brief. the focus is on its interdisciplinary nature. the steps involved in knowledge management i.e. identifying, collecting and capturing, selecting, organizing and storing, sharing, applying, and creating, are explained. the pattern of knowledge management initiatives is also considered",['knowledge management'],['P'],['knowledge management'],"['article define knowledge management', 'knowledge management initiative', 'knowledge management', 'organize', 'strategy involve', 'interdisciplinary nature', 'create', 'discuss', 'share', 'step involve']"
123,1293,Truss topology optimization by a modified genetic algorithm,"this paper describes the use of a stochastic search procedure based on genetic algorithms for developing near-optimal topologies of load-bearing truss structures. most existing cases these publications express the truss topology as a combination of members. these methods, however, have the disadvantage that the resulting topology may include needless members or those which overlap other members. in addition to these problems, the generated structures are not necessarily structurally stable. a new method, which resolves these problems by expressing the truss topology as a combination of triangles, is proposed in this paper. details of the proposed methodology are presented as well as the results of numerical examples that clearly show the effectiveness and efficiency of the method","['truss topology optimization', 'modified genetic algorithm', 'stochastic search procedure', 'near-optimal topologies', 'load-bearing truss structures', 'triangles']","['P', 'P', 'P', 'P', 'P', 'P']","['truss topology optimization', 'modify genetic algorithm', 'stochastic search procedure', 'near - optimal topology', 'load - bear truss structure', 'triangle']","['bear truss structure', 'truss topology', 'genetic algorithm', 'optimal topology', 'stochastic search procedure', 'generate structure', 'propose methodology', 'topology', 'triangle', 'numerical']"
124,1422,Taxonomy's role in content management,"a taxonomy is simply a way of classifying things. still, there is a rapidly growing list of vendors offering taxonomy software and related applications. they promise many benefits, especially to enterprise customers: content management will be more efficient. corporate portals will be enhanced by easily created yahoo!-like directories of internal information. and the end-user experience will be dramatically improved by more successful content retrieval and more effective knowledge discovery. but today's taxonomy products represent emerging technologies. they are not out-of-the-box solutions. and even the most automated systems require some manual assistance from people who know how to classify content","['content management', 'taxonomy software', 'enterprise customers', 'corporate portals', 'internal information', 'effective knowledge discovery', 'taxonomy applications']","['P', 'P', 'P', 'P', 'P', 'P', 'R']","['content management', 'taxonomy software', 'enterprise customer', 'corporate portal', 'internal information', 'effective knowledge discovery', 'taxonomy application']","['vendor offer taxonomy software', 'taxonomy product', 'taxonomy', 'classify thing', 'relate application', 'successful content retrieval', 'corporate portal', 'automate system', 'effective knowledge discovery', 'content management']"
125,834,Commerce Department plan eases 3G spectrum crunch,"the federal government made its first move last week toward cleaning up a spectrum allocation system that was in shambles just a year ago and had some, spectrum-starved wireless carriers fearing they wouldn't be able to compete in third-generation services. the move, however, is far from complete and leaves numerous details unsettled","['3g spectrum', 'federal government', 'spectrum allocation system', 'wireless carriers']","['P', 'P', 'P', 'P']","['3 g spectrum', 'federal government', 'spectrum allocation system', 'wireless carrier']","['spectrum allocation system', 'starve wireless carrier fear', 'federal government', 'first move last week', 'spectrum', 'generation service', 'move', 'shamble', 'year', 'third']"
126,871,Priming the pipeline [women in computer science careers],"in 1997 the backyard project, a pilot program of the garnett foundation, was instituted to encourage high school girls to explore careers in the computer industry. at that time, the garnett foundation commissioned the global strategy group to execute a survey of 652 college-bound high school students (grades 9 through 12), to help discover directions that the backyard project might take to try to move toward the mission of the pilot program. it conducted the study by telephone between march 25 and april 8, 1997 in the silicon valley, boston, and austin metropolitan areas. it conducted all interviews using a random digit dialing methodology, derived from a file of american households with high incidences of adolescent children. the top six answers from girls to the survey question ""why are girls less likely to pursue computer science careers?"" in order of perceived importance by the girls were: not enough role models; women have other interests; didn't know about the industry; limited opportunity; negative media; and too nerdy. these responses are discussed","['the backyard project', 'high school girls', 'college-bound high school students', 'computer industry careers']","['P', 'P', 'P', 'R']","['the backyard project', 'high school girl', 'college - bind high school student', 'computer industry career']","['pursue computer science career', 'encourage high school girl', 'bind high school student', 'random digit dialing methodology', 'explore career', 'garnett foundation commission', 'adolescent child', 'global strategy group', 'computer industry', 'garnett foundation']"
127,929,Closed loop finite-element modeling of active constrained layer damping in the time domain analysis,"a three-dimensional finite-element closed-loop model has been developed to predict the effects of active-passive damping on a vibrating structure. the golla-hughes-mctavish method is employed to capture the viscoelastic material behavior in a time domain analysis. the parametric study includes the different control gains as well as geometric parameters related to the active constrained layer damping (acld) treatment. comparisons are made among several acld models, the passive constrained model and the active damping model. the results obtained here reiterate that acld is somewhat better for vibration suppression than either the purely passive or the active system and provides higher structural damping with less control gain when compared to the purely active system. since the acld performance can be reduced by the viscoelastic layer, the design of the acld model must be given a careful consideration in order to optimize the effect of passive damping","['active constrained layer damping', 'time domain analysis', 'three-dimensional finite-element closed-loop model', 'golla-hughes-mctavish method', 'viscoelastic material', 'acld models', 'passive constrained model', 'active damping model', 'vibration suppression', 'structural damping', 'viscoelastic layer', 'passive damping']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['active constrained layer damp', 'time domain analysis', 'three - dimensional finite - element closed - loop model', 'golla - hughes - mctavish method', 'viscoelastic material', 'acld model', 'passive constrained model', 'active damp model', 'vibration suppression', 'structural damp', 'viscoelastic layer', 'passive damp']","['active constrained layer damp', 'active damp model', 'structural damp', 'passive damp', 'viscoelastic layer', 'viscoelastic material', 'vibration suppression', 'vibrate structure', 'passive constrained model', 'acld model']"
128,1212,TCRM: diagnosing tuple inconsistency for granulized datasets,"many approaches to granularization have been presented for knowledge discovery. however, the inconsistent tuples that exist in granulized datasets are hardly ever revealed. we developed a model, tuple consistency recognition model (tcrm) to help efficiently detect inconsistent tuples for datasets that are granulized. the main outputs of the developed model include explored inconsistent tuples and consumed processing time. we further conducted an empirical test where eighteen continuous real-life datasets granulized by the equal width interval technique that embedded s-plus histogram binning algorithm (shba) and largest binning size algorithm (lbsa) binning algorithms were diagnosed. remarkable results: almost 40% of the granulized datasets contain inconsistent tuples and 22% have the amount of inconsistent tuples more than 20%","['tcrm', 'tuple inconsistency', 'granulized datasets', 'granularization', 'knowledge discovery', 'tuple consistency recognition model', 'processing time', 'equal width interval technique', 's-plus histogram binning algorithm', 'largest binning size algorithm', 'relational database', 'large database', 'sql']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'U', 'U', 'U']","['tcrm', 'tuple inconsistency', 'granulize dataset', 'granularization', 'knowledge discovery', 'tuple consistency recognition model', 'processing time', 'equal width interval technique', 's - plus histogram binning algorithm', 'large binning size algorithm', 'relational database', 'large database', 'sql']","['granulize dataset contain inconsistent tuple', 'histogram binning algorithm', 'tuple consistency recognition model', 'detect inconsistent tuple', 'develop model include explore inconsistent tuple', 'life dataset granulize', 'granulize dataset', 'large binning size algorithm', 'inconsistent tuple more', 'bin algorithm']"
129,1257,Definition of a similarity measure between cases based on auto/cross-fuzzy thesauri,"a similarity measure between cases is needed in order to evaluate the degree of similarity when using past similar cases in order to resolve current problems. in similar case retrieval, multiple indices are set up in order to characterize the queries and individual cases, then terms are given as values to each. the similarity measure between cases commonly used is defined using the rate at which the values provided from the corresponding indices match. in practice, however, values cannot be expected to be mutually exclusive. as a result, a natural expansion of this approach is to have relationships in which mutually similar meanings are reflected in the similarity measure between cases. in this paper the authors consider an auto-fuzzy thesaurus which gives the relationship for values between corresponding indices and a cross-fuzzy thesaurus which gives the relationship for values between mutually distinct indices, then defines a similarity measure between cases which considers the relationship of index values based on these thesauri. this definition satisfies the characteristics required for the operation of case-based retrieval even when one value is not necessarily given in the index. finally, using a test similar case retrieval system, the authors perform a comparative analysis of the proposed similarity measure between cases and a conventional approach","['similar case retrieval', 'corresponding indices', 'auto-fuzzy thesaurus', 'cross-fuzzy thesaurus', 'mutually distinct indices', 'case-based retrieval', 'case similarity measure', 'relationship indices', 'decision making support system', 'problem solving']","['P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'M', 'M']","['similar case retrieval', 'correspond index', 'auto - fuzzy thesaurus', 'cross - fuzzy thesaurus', 'mutually distinct index', 'case - base retrieval', 'case similarity measure', 'relationship index', 'decision make support system', 'problem solve']","['test similar case retrieval system', 'similar case retrieval', 'fuzzy thesaurus', 'propose similarity measure', 'similarity measure', 'correspond index match', 'similar case', 'similarity', 'similar meaning', 'comparative analysis']"
130,602,Image fusion between /sup 18/FDG-PET and MRI/CT for radiotherapy planning of oropharyngeal and nasopharyngeal carcinomas,"accurate diagnosis of tumor extent is important in three-dimensional conformal radiotherapy. this study reports the use of image fusion between (18)f-fluoro-2-deoxy-d-glucose positron emission tomography (/sup 18/fdg-pet) and magnetic resonance imaging/computed tomography (mri/ct) for better targets delineation in radiotherapy planning of head-and-neck cancers. the subjects consisted of 12 patients with oropharyngeal carcinoma and 9 patients with nasopharyngeal carcinoma (npc) who were treated with radical radiotherapy between july 1999 and february 2001. image fusion between /sup 18/fdg-pet and mri/ct was performed using an automatic multimodality image registration algorithm, which used the brain as an internal reference for registration. gross tumor volume (gtv) was determined based on clinical examination and /sup 18/fdg uptake on the fusion images. clinical target volume (ctv) was determined following the usual pattern of lymph node spread for each disease entity along with the clinical presentation of each patient. except for 3 cases with superficial tumors, all the other primary tumors were detected by /sup 18/fdg-pet. the gtv volumes for primary tumors were not changed by image fusion in 19 cases (89%), increased by 49% in one npc, and decreased by 45% in another npc. normal tissue sparing was more easily performed based on clearer gtv and ctv determination on the fusion images. in particular, parotid sparing became possible in 15 patients (71%) whose upper neck areas near the parotid glands were tumor-free by /sup 18/fdg-pet. within a mean follow-up period of 18 months, no recurrence occurred in the areas defined as ctv, which was treated prophylactically, except for 1 patient who experienced nodal recurrence in the ctv and simultaneous primary site recurrence. in conclusion, this preliminary study showed that image fusion between /sup 18/fdg-pet and mri/ct was useful in gtv and ctv determination in conformal rt, thus sparing normal tissues","['image fusion', '/sup 18/fdg-pet', 'mri/ct', 'radiotherapy planning', 'nasopharyngeal carcinomas', 'oropharyngeal carcinomas', 'superficial tumors', 'primary tumors', 'normal tissues sparing', 'parotid glands', 'simultaneous primary site recurrence', 'f']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'U']","['image fusion', '/sup 18 / fdg - pet', 'mri / ct', 'radiotherapy planning', 'nasopharyngeal carcinoma', 'oropharyngeal carcinoma', 'superficial tumor', 'primary tumor', 'normal tissue spare', 'parotid gland', 'simultaneous primary site recurrence', 'f']","['oropharyngeal carcinoma', 'dimensional conformal radiotherapy', 'nasopharyngeal carcinoma', 'multimodality image registration algorithm', 'neck cancer', 'radiotherapy planning', 'radical radiotherapy', 'other primary tumor', 'gross tumor volume', 'compute tomography']"
131,647,Experimental design methodology and data analysis technique applied to optimise an organic synthesis,"the study was aimed at maximising the yield of a michaelis-becker dibromoalkane monophosphorylation reaction. in order to save time and money, we first applied a full factorial experimental design to search for the optimum conditions while performing a small number of experiments. we then used the principal component analysis (pca) technique to evidence two uncontrolled factors. lastly, a special experimental design that took into account all the influential factors allowed us to determine the maximum-yield experimental conditions. this study also evidenced the complementary nature of experimental design methodology and data analysis techniques","['data analysis technique', 'organic synthesis', 'michaelis-becker dibromoalkane monophosphorylation reaction', 'full factorial experimental design', 'optimum conditions', 'principal component analysis', 'uncontrolled factors', 'maximum-yield experimental conditions']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['datum analysis technique', 'organic synthesis', 'michaelis - becker dibromoalkane monophosphorylation reaction', 'full factorial experimental design', 'optimum condition', 'principal component analysis', 'uncontrolled factor', 'maximum - yield experimental condition']","['becker dibromoalkane monophosphorylation reaction', 'experimental design methodology', 'full factorial experimental design', 'yield experimental condition', 'special experimental design', 'influential factor allow', 'uncontrolled factor', 'experiment', 'yield', 'optimum condition']"
132,80,Evaluating the performance of a distributed database of repetitive elements in complete genomes,"the original version of the repeat sequence database (rsdb) was created based on centralized database systems (cdbss). rsdb presently includes an enormous amount of data, with the amount of biological data increasing rapidly. distributed rsdb (drsdb) is developed to yield better performance. this study proposed many approaches to data distribution and experimentally determines the best approach to obtain good performance of our database. experimental results indicate that drsdb performs well for particular types of query","['repetitive elements', 'complete genomes', 'biological data', 'data distribution', 'queries', 'distributed repeat sequence database', 'performance evaluation']","['P', 'P', 'P', 'P', 'P', 'R', 'R']","['repetitive element', 'complete genome', 'biological datum', 'datum distribution', 'query', 'distribute repeat sequence database', 'performance evaluation']","['repeat sequence database', 'distribute rsdb', 'centralize database system', 'database', 'datum distribution', 'rsdb', 'biological datum', 'drsdb perform', 'drsdb', 'datum']"
133,1113,Word spotting based on a posterior measure of keyword confidence,"in this paper, an approach of keyword confidence estimation is developed that well combines acoustic layer scores and syllable-based statistical language model (lm) scores. an a posteriori (ap) confidence measure and its forward-backward calculating algorithm are deduced. a zero false alarm (zfa) assumption is proposed for evaluating relative confidence measures by word spotting task. in a word spotting experiment with a vocabulary of 240 keywords, the keyword accuracy under the ap measure is above 94%, which well approaches its theoretical upper limit. in addition, a syllable lattice hidden markov model (slhmm) is formulated and a unified view of confidence estimation, word spotting, optimal path search, and n-best syllable re-scoring is presented. the proposed ap measure can be easily applied to various speech recognition systems as well","['word spotting', 'a posterior measure', 'keyword confidence', 'confidence estimation', 'acoustic layer scores', 'forward-backward calculating algorithm', 'relative confidence measures', 'word spotting task', 'syllable lattice hidden markov model', 'optimal path search', 'n-best syllable re-scoring', 'speech recognition systems', 'syllable-based statistical language model scores', 'a posteriori confidence measure', 'zero false alarm assumption']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R']","['word spot', 'a posterior measure', 'keyword confidence', 'confidence estimation', 'acoustic layer score', 'forward - backward calculate algorithm', 'relative confidence measure', 'word spot task', 'syllable lattice hide markov model', 'optimal path search', 'n - good syllable re - score', 'speech recognition system', 'syllable - base statistical language model score', 'a posteriori confidence measure', 'zero false alarm assumption']","['syllable lattice hide markov model', 'keyword confidence estimation', 'speech recognition system', 'statistical language model', 'keyword accuracy', 'confidence estimation', 'evaluate relative confidence measure', 'acoustic layer score', 'syllable', 'word spot task']"
134,1156,Favorable noise uniformity properties of Fourier-based interpolation and reconstruction approaches in single-slice helical computed tomography,"volumes reconstructed by standard methods from single-slice helical computed tomography (ct) data have been shown to have noise levels that are highly nonuniform relative to those in conventional ct. these noise nonuniformities can affect low-contrast object detectability and have also been identified as the cause of the zebra artifacts that plague maximum intensity projection (mip) images of such volumes. while these spatially variant noise levels have their root in the peculiarities of the helical scan geometry, there is also a strong dependence on the interpolation and reconstruction algorithms employed. in this paper, we seek to develop image reconstruction strategies that eliminate or reduce, at its source, the nonuniformity of noise levels in helical ct relative to that in conventional ct. we pursue two approaches, independently and in concert. we argue, and verify, that fourier-based longitudinal interpolation approaches lead to more uniform noise ratios than do the standard 360li and 180li approaches. we also demonstrate that a fourier-based fan-to-parallel rebinning algorithm, used as an alternative to fanbeam filtered backprojection for slice reconstruction, also leads to more uniform noise ratios, even when making use of the 180li and 360li interpolation approaches","['noise uniformity properties', 'fourier-based interpolation', 'reconstruction approaches', 'single-slice helical computed tomography', 'conventional ct', 'low-contrast object detectability', 'zebra artifacts', 'more uniform noise ratios', 'fourier-based fan-to-parallel rebinning algorithm', 'medical diagnostic imaging', 'maximum intensity projection images', 'helical span geometry']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'R', 'M']","['noise uniformity property', 'fourier - base interpolation', 'reconstruction approach', 'single - slice helical compute tomography', 'conventional ct', 'low - contrast object detectability', 'zebra artifact', 'more uniform noise ratio', 'fourier - base fan - to - parallel rebinning algorithm', 'medical diagnostic imaging', 'maximum intensity projection image', 'helical span geometry']","['slice helical compute tomography', 'volume reconstruct', 'helical scan geometry', 'helical ct', 'maximum intensity projection', 'image reconstruction', 'slice reconstruction', 'reconstruction algorithm', 'longitudinal interpolation approach lead', 'fanbeam filter backprojection']"
135,991,Estimation of blocking probabilities in cellular networks with dynamic channel assignment,"blocking probabilities in cellular mobile communication networks using dynamic channel assignment are hard to compute for realistic sized systems. this computational difficulty is due to the structure of the state space, which imposes strong coupling constraints amongst components of the occupancy vector. approximate tractable models have been proposed, which have product form stationary state distributions. however, for real channel assignment schemes, the product form is a poor approximation and it is necessary to simulate the actual occupancy process in order to estimate the blocking probabilities. meaningful estimates of the blocking probability typically require an enormous amount of cpu time for simulation, since blocking events are usually rare. advanced simulation approaches use importance sampling (is) to overcome this problem. we study two regimes under which blocking is a rare event: low-load and high cell capacity. our simulations use the standard clock (sc) method. for low load, we propose a change of measure that we call static issc, which has bounded relative error. for high capacity, we use a change of measure that depends on the current state of the network occupancy. this is the dynamic issc method. we prove that this method yields zero variance estimators for single clique models, and we empirically show the advantages of this method over naive simulation for networks of moderate size and traffic loads","['dynamic channel assignment', 'cellular mobile communication networks', 'strong coupling constraints', 'occupancy vector', 'approximate tractable models', 'product form stationary state distributions', 'simulation', 'cpu time', 'importance sampling', 'low-load', 'high cell capacity', 'bounded relative error', 'dynamic issc method', 'zero variance estimators', 'single clique models', 'blocking probability estimation', 'standard clock method', 'static issc method', 'quality of service', 'network traffic load']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'M', 'R']","['dynamic channel assignment', 'cellular mobile communication network', 'strong coupling constraint', 'occupancy vector', 'approximate tractable model', 'product form stationary state distribution', 'simulation', 'cpu time', 'importance sample', 'low - load', 'high cell capacity', 'bound relative error', 'dynamic issc method', 'zero variance estimator', 'single clique model', 'block probability estimation', 'standard clock method', 'static issc method', 'quality of service', 'network traffic load']","['cellular mobile communication network', 'real channel assignment scheme', 'block event', 'block probability', 'network occupancy', 'block probability', 'clique model', 'approximate tractable model', 'importance sample', 'cell capacity']"
136,546,Real-time quasi-2-D inversion of array resistivity logging data using neural network,"we present a quasi-2-d real-time inversion algorithm for a modern galvanic array tool via dimensional reduction and neural network simulation. using reciprocity and superposition, we apply a numerical focusing technique to the unfocused data. the numerically focused data are much less subject to 2-d and layering effects and can be approximated as from a cylindrical 1-d earth. we then perform 1-d inversion on the focused data to provide approximate information about the 2-d resistivity structure. a neural network is used to perform forward modeling in the 1-d inversion, which is several hundred times faster than conventional numerical forward solutions. testing our inversion algorithm on both synthetic and field data shows that this fast inversion algorithm is useful for providing formation resistivity information at a well site","['real-time quasi-2-d inversion', 'array resistivity logging data', 'neural network', 'real-time inversion algorithm', 'galvanic array tool', 'dimensional reduction', 'reciprocity', 'superposition', 'numerical focusing technique', 'unfocused data', 'focused data', '1-d inversion', 'forward modeling', 'formation resistivity', 'well site']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['real - time quasi-2 - d inversion', 'array resistivity log data', 'neural network', 'real - time inversion algorithm', 'galvanic array tool', 'dimensional reduction', 'reciprocity', 'superposition', 'numerical focus technique', 'unfocused datum', 'focus datum', '1 - d inversion', 'forward model', 'formation resistivity', 'well site']","['fast inversion algorithm', 'inversion algorithm', 'neural network simulation', 'numerical focus technique', 'galvanic array', 'inversion', 'formation resistivity', 'conventional numerical forward solution', 'resistivity structure', 'neural network']"
137,687,Image reconstruction of simulated specimens using convolution back projection,"this paper reports the reconstruction of cross-sections of composite structures. the convolution back projection (cbp) algorithm has been used to capture the attenuation field over the specimen. five different test cases have been taken up for evaluation. these cases represent varying degrees of complexity. in addition, the role of filters on the nature of the reconstruction errors has also been discussed. numerical results obtained in the study reveal that cbp algorithm is a useful tool for qualitative as well as quantitative assessment of composite regions encountered in engineering applications","['image reconstruction', 'simulated specimens', 'convolution back projection', 'composite structures', 'attenuation field', 'filters', 'reconstruction errors', 'cbp algorithm', 'composite regions', 'engineering applications', 'computerised tomography']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'U']","['image reconstruction', 'simulate specimen', 'convolution back projection', 'composite structure', 'attenuation field', 'filter', 'reconstruction error', 'cbp algorithm', 'composite region', 'engineering application', 'computerised tomography']","['composite structure', 'composite region', 'attenuation field', 'reconstruction error', 'reconstruction', 'cbp algorithm', 'convolution', 'projection', 'speciman', 'numerical result']"
138,1297,Stochastic optimization of acoustic response - a numerical and experimental comparison,"the objective of the work presented is to compare results from numerical optimization with experimental data and to highlight and discuss the differences between two fundamentally different optimization methods. the problem domain is minimization of acoustic emission and the structure used in the work is a closed cylinder with forced vibration of one end. the optimization method used in this paper is simulated annealing (sa), a stochastic method. the results are compared with those from a gradient-based method used on the same structure in an earlier paper (tinnsten, 2000)","['stochastic optimization', 'acoustic response', 'numerical optimization', 'structure', 'closed cylinder', 'forced vibration', 'simulated annealing', 'gradient-based method', 'acoustic emission minimization']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['stochastic optimization', 'acoustic response', 'numerical optimization', 'structure', 'close cylinder', 'force vibration', 'simulate annealing', 'gradient - base method', 'acoustic emission minimization']","['numerical optimization', 'optimization method', 'optimization method', 'acoustic emission', 'simulate annealing', 'minimization', 'stochastic method', 'close cylinder', 'vibration', 'gradient']"
139,112,"Revisiting Hardy's paradox: Counterfactual statements, real measurements, entanglement and weak values","hardy's (1992) paradox is revisited. usually the paradox is dismissed on grounds of counterfactuality, i.e., because the paradoxical effects appear only when one considers results of experiments which do not actually take place. we suggest a new set of measurements in connection with hardy's scheme, and show that when they are actually performed, they yield strange and surprising outcomes. more generally, we claim that counterfactual paradoxes point to a deeper structure inherent to quantum mechanics","['counterfactual statements', 'real measurements', 'entanglement', 'weak values', 'paradoxical effects', 'quantum mechanics', 'hardy paradox', 'gedanken-experiments']","['P', 'P', 'P', 'P', 'P', 'P', 'R', 'U']","['counterfactual statement', 'real measurement', 'entanglement', 'weak value', 'paradoxical effect', 'quantum mechanic', 'hardy paradox', 'gedanken - experiment']","['counterfactual paradox', 'paradoxical effect appear', 'paradox', 'counterfactuality', 'surprising outcome', 'experiment', 'hardy', 'deep structure inherent', 'revisit', 'consider result']"
140,951,How to drive strategic innovation [law firms],innovation. it has everything to do with organization and attitude. marginal improvement isn't enough anymore. convert your problem-solving skills into a new value for the entire firm. 10 initiatives,"['strategic innovation', 'law firms', 'management', 'change', 'clients', 'experiments']","['P', 'P', 'U', 'U', 'U', 'U']","['strategic innovation', 'law firm', 'management', 'change', 'client', 'experiment']","['marginal improvement', 'solve skill', 'innovation', 'organization', 'entire firm', 'new value', 'problem', 'attitude', 'have', 'do']"
141,914,A knowledge management framework for the support of decision making in humanitarian assistance/disaster relief,"the major challenge in current humanitarian assistance/disaster relief (ha/dr) efforts is that diverse information and knowledge are widely distributed and owned by different organizations. these resources are not efficiently organized and utilized during ha/dr operations. we present a knowledge management framework that integrates multiple information technologies to collect, analyze, and manage information and knowledge for supporting decision making in ha/dr. the framework will help identify the information needs, be aware of a disaster situation, and provide decision-makers with useful relief recommendations based on past experience. a comprehensive, consistent and authoritative knowledge base within the framework will facilitate knowledge sharing and reuse. this framework can also be applied to other similar real-time decision-making environments, such as crisis management and emergency medical assistance","['knowledge management framework', 'humanitarian assistance', 'disaster relief', 'organizations', 'information technology', 'information needs', 'knowledge sharing', 'real-time decision-making environments', 'crisis management', 'emergency medical assistance', 'decision support system', 'knowledge reuse', 'case-based reasoning']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'R', 'U']","['knowledge management framework', 'humanitarian assistance', 'disaster relief', 'organization', 'information technology', 'information need', 'knowledge sharing', 'real - time decision - make environment', 'crisis management', 'emergency medical assistance', 'decision support system', 'knowledge reuse', 'case - base reasoning']","['knowledge management framework', 'integrate multiple information technology', 'facilitate knowledge sharing', 'authoritative knowledge base', 'manage information', 'useful relief recommendation base', 'humanitarian assistance', 'disaster relief', 'crisis management', 'information need']"
142,586,A strategy for a payoff-switching differential game based on fuzzy reasoning,"in this paper, a new concept of a payoff-switching differential game is introduced. in this new game, any one player at any time may have several choices of payoffs for the future. moreover, the payoff-switching process, including the time of payoff switching and the outcome payoff, of any one player is unknown to the other. indeed, the overall payoff, which is a sequence of several payoffs, is unknown until the game ends. an algorithm for determining a reasoning strategy based on fuzzy reasoning is proposed. in this algorithm, the fuzzy theory is used to estimate the behavior of one player during a past time interval. by deriving two fuzzy matrices gsm, game similarity matrix, and vgsm, variation of gsm, the behavior of the player can be quantified. two weighting vectors are selected to weight the relative importance of the player's behavior at each past time instant. finally a simple fuzzy inference rule is adopted to generate a linear reasoning strategy. the advantage of this algorithm is that it provides a flexible way for differential game specialists to convert their knowledge into a ""reasonable"" strategy. a practical example of guarding three territories is given to illustrate our main ideas","['payoff-switching differential game', 'differential game', 'fuzzy reasoning', 'payoff switching', 'outcome payoff', 'reasoning strategy', 'fuzzy matrices', 'game similarity matrix', 'weighting vectors', 'fuzzy inference']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['payoff - switch differential game', 'differential game', 'fuzzy reasoning', 'payoff switch', 'outcome payoff', 'reasoning strategy', 'fuzzy matrix', 'game similarity matrix', 'weighting vector', 'fuzzy inference']","['reasoning strategy base', 'switch differential game', 'simple fuzzy inference rule', 'linear reasoning strategy', 'game similarity matrix', 'fuzzy matrix gsm', 'fuzzy reasoning', 'payoff switch', 'differential game specialist', 'fuzzy theory']"
