,id,title,abstract,keyphrases,prmu,true,preds,scores
563,1410,WAM!Net: private pipes for electronic media,"""we are the digital version of fedex. we offer storage and intelligent workflow."" the united states military - especially during war time - is pretty careful about the way it handles its workflow and communications. before a company is awarded a government contract, the company and its technology are screened and verified. if the technology or its creators aren't trustworthy and secure, chances are they aren't getting by uncle sam. record companies and publishing houses tend to feel the same way. after all, security is just as important to a record executive as it is to a navy commander. wam!net, a wide-area media network (hence, the name) passes muster with both. the company, which employs about 320 employees around the world, has 15000 customers including the us navy and a host of record labels, publishing companies, healthcare providers, and advertising agencies, all of whom use its network as a way to transport, store, and receive data. ""we are the digital version of fedex. we offer storage and intelligent workflow,"" says murad velani, executive vice president of sales and marketing for wam!net. ""we started out as purely transport and we've become a digital platform.""","['wam!net', 'electronic media', 'intelligent workflow', 'united states military', 'wide-area media network', 'record labels', 'publishing companies', 'healthcare providers', 'advertising agencies', 'digital platform', 'u.s. navy', 'content creators', 'high-speed private network', 'atm technology', 'content information', 'publishing information', 'client-server format', 'asp format']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'M', 'M', 'M', 'U', 'M', 'U', 'U']","['wam!net', 'electronic medium', 'intelligent workflow', 'united states military', 'wide - area medium network', 'record label', 'publish company', 'healthcare provider', 'advertising agency', 'digital platform', 'u.s . navy', 'content creator', 'high - speed private network', 'atm technology', 'content information', 'publish information', 'client - server format', 'asp format']","['area medium network', 'publish company', 'digital platform', 'advertising agency', 'us navy', 'united states military', 'navy commander', 'executive vice president', 'government contract', 'record executive', 'digital version', 'healthcare provider', 'fedex', 'publish house tend', 'security', 'record label', 'network', 'technology', 'customer include', 'communication']","[{'area media network': 0.7033, 'publishing companies': 0.6207, 'digital platform': 0.6079, 'advertising agencies': 0.579, 'us navy': 0.5364, 'united states military': 0.531, 'navy commander': 0.5194000000000001, 'executive vice president': 0.5161, 'government contract': 0.4688, 'record executive': 0.4629, 'digital version': 0.4617, 'healthcare providers': 0.45709999999999995, 'fedex': 0.4267, 'publishing houses tend': 0.4172, 'security': 0.3653, 'record labels': 0.36329999999999996, 'network': 0.3488, 'technology': 0.3304, 'customers including': 0.3291, 'communications': 0.3291, 'employees': 0.3121, 'intelligent workflow': 0.3014, 'secure': 0.2976, 'marketing': 0.2935, 'company': 0.2878, 'sales': 0.2875, 'storage': 0.2734, 'receive data': 0.2619, 'workflow': 0.2255, 'store': 0.2208, 'trustworthy': 0.2172, 'employs': 0.212, 'host': 0.2004, 'war time': 0.1988, 'passes muster': 0.1853, 'creators': 0.1826, 'transport': 0.1722, 'screened': 0.1392, 'getting': 0.1361, 'use': 0.135, 'uncle sam': 0.12719999999999998, 'handles': 0.1104, 'wide': 0.0833, 'become': 0.0787, 'same way': 0.0627, 'says murad': 0.0553, 'careful': 0.0465, 'verified': 0.0416, 'name': 0.0401, 'feel': 0.0334, 'way': 0.0333, 'started': 0.0332, 'world': 0.0292, 'chances': 0.0262, 'has': 0.0204}]"
564,1378,Development of an Internet-based intelligent design support system for rolling element bearings,"this paper presents a novel approach to developing an intelligent agile design system for rolling bearings based on artificial intelligence (ai), internet and web technologies and expertise. the underlying philosophy of the approach is to use ai technology and web-based design support systems as smart tools from which design customers can rapidly and responsively access the systems' built-in design expertise. the approach is described in detail with a novel ai model and system implementation issues. the major issues in implementing the approach are discussed with particular reference to using ai technologies, network programming, client-server technology and open computing of bearing design and manufacturing requirements","['internet-based intelligent design support system', 'rolling element bearings', 'intelligent agile design system', 'artificial intelligence', 'web technologies', 'smart tools', 'network programming', 'client-server technology', 'bearing design', 'manufacturing requirements', 'internet technologies']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['internet - base intelligent design support system', 'roll element bearing', 'intelligent agile design system', 'artificial intelligence', 'web technology', 'smart tool', 'network programming', 'client - server technology', 'bear design', 'manufacture requirement', 'internet technology']","['intelligent agile design system', 'rolling bearing base', 'bear design', 'base design support system', 'design expertise', 'use ai technology', 'novel ai model', 'artificial intelligence', 'design customer', 'smart tool', 'web technology', 'server technology', 'network programming', 'ai', 'system implementation issue', 'expertise', 'implement', 'compute', 'web', 'develop']","[{'intelligent agile design system': 0.9549000000000001, 'rolling bearings based': 0.7807999999999999, 'bearing design': 0.6989000000000001, 'based design support systems': 0.6581, 'design expertise': 0.6017, 'use ai technology': 0.5697, 'novel ai model': 0.4223, 'artificial intelligence': 0.4222, 'design customers': 0.4051, 'smart tools': 0.38580000000000003, 'web technologies': 0.38, 'server technology': 0.34950000000000003, 'network programming': 0.3405, 'ai': 0.3387, 'system implementation issues': 0.324, 'expertise': 0.3035, 'implementing': 0.2592, 'computing': 0.2307, 'web': 0.1959, 'developing': 0.186, 'technologies': 0.1841, 'built': 0.181, 'client': 0.1706, 'novel approach': 0.1468, 'systems': 0.1369, 'underlying philosophy': 0.1325, 'approach': 0.1267, 'internet': 0.1114, 'described': 0.0737, 'using': 0.0714, 'paper': 0.0649, 'issues': 0.0596, 'access': 0.0411, 'detail': 0.0401, 'particular reference': 0.027000000000000003}]"
565,768,Critical lines identification on voltage collapse analysis,"this paper deals with critical lines identification on voltage collapse analysis. it is known, from the literature, that voltage collapse is a local phenomenon that spreads around an initial neighborhood therefore, identifying the system critical bus plays an important role on voltage collapse prevention. for this purpose, the system critical transmission lines should also be identified in this paper, these issues are addressed, yielding reliable results in a short computational time. tests are done with the help of the ieee-118 bus and the southeastern brazilian systems","['local phenomenon', 'ieee-118 bus', 'power system voltage collapse analysis', 'critical transmission lines identification', 'system critical bus identification', 'computer simulation', 'brazil']","['P', 'P', 'M', 'R', 'R', 'M', 'U']","['local phenomenon', 'ieee-118 bus', 'power system voltage collapse analysis', 'critical transmission line identification', 'system critical bus identification', 'computer simulation', 'brazil']","['system critical transmission line', 'critical line identification', 'system critical bus', 'voltage collapse prevention', 'voltage collapse analysis', 'voltage collapse', 'bus', 'initial neighborhood', 'phenomenon', 'short computational', 'identify', 'identify', 'reliable', 'important', 'know', 'help', 'do', 'test', 'address', 'issue']","[{'system critical transmission lines': 0.8623, 'critical lines identification': 0.6814, 'system critical bus': 0.611, 'voltage collapse prevention': 0.5505, 'voltage collapse analysis': 0.5462, 'voltage collapse': 0.48650000000000004, 'bus': 0.1933, 'initial neighborhood': 0.1605, 'phenomenon': 0.1195, 'short computational': 0.0811, 'identifying': 0.0763, 'identified': 0.0646, 'reliable': 0.064, 'important': 0.0618, 'known': 0.0606, 'help': 0.0341, 'done': 0.0335, 'tests': 0.0251, 'addressed': 0.017, 'issues': 0.0036, 'spreads': 0.0026}]"
566,1199,Quasi stage order conditions for SDIRK methods,"the stage order condition is a simplifying assumption that reduces the number of order conditions to be fulfilled when designing a runge-kutta (rk) method. because a dirk (diagonally implicit rk) method cannot have stage order greater than 1, we introduce quasi stage order conditions and derive some of their properties for dirks. we use these conditions to derive a low-order dirk method with embedded error estimator. numerical tests with stiff odes and daes of index 1 and 2 indicate that the method is competitive with other rk methods for low accuracy tolerances","['quasi stage order conditions', 'sdirk methods', 'embedded error estimator', 'numerical tests', 'diagonally implicit runge-kutta method', 'differential-algebraic systems']","['P', 'P', 'P', 'P', 'R', 'U']","['quasi stage order condition', 'sdirk method', 'embed error estimator', 'numerical test', 'diagonally implicit runge - kutta method', 'differential - algebraic system']","['order dirk method', 'introduce quasi stage order condition', 'kutta', 'have stage order', 'numerical test', 'rk method', 'stage order', 'stiff ode', 'method', 'implicit rk', 'error estimator', 'order condition', 'dirk', 'runge', 'rk', 'dirk', 'index', 'derive', 'condition', 'assumption']","[{'order dirk method': 0.49439999999999995, 'introduce quasi stage order conditions': 0.4483, 'kutta': 0.4162, 'have stage order': 0.3405, 'numerical tests': 0.3365, 'rk methods': 0.3333, 'stage order': 0.32889999999999997, 'stiff odes': 0.2753, 'method': 0.2159, 'implicit rk': 0.194, 'error estimator': 0.1887, 'order conditions': 0.18059999999999998, 'dirk': 0.1303, 'runge': 0.1177, 'rk': 0.1024, 'dirks': 0.0908, 'index': 0.0543, 'derive': 0.0534, 'conditions': 0.0324, 'assumption': 0.0184, 'daes': 0.0059, 'low': 0.0001}]"
567,589,Hierarchical neuro-fuzzy quadtree models,"hybrid neuro-fuzzy systems have been in evidence during the past few years, due to its attractive combination of the learning capacity of artificial neural networks with the interpretability of the fuzzy systems. this article proposes a new hybrid neuro-fuzzy model, named hierarchical neuro-fuzzy quadtree (hnfq), which is based on a recursive partitioning method of the input space named quadtree. the article describes the architecture of this new model, presenting its basic cell and its learning algorithm. the hnfq system is evaluated in three well known benchmark applications: the sinc(x, y) function approximation, the mackey glass chaotic series forecast and the two spirals problem. when compared to other neuro-fuzzy systems, the hnfq exhibits competing results, with two major advantages it automatically creates its own structure and it is not limited to few input variables","['hierarchical neuro-fuzzy quadtree', 'quadtree', 'neuro-fuzzy systems', 'fuzzy systems', 'recursive partitioning', 'learning algorithm', 'mackey glass chaotic series']","['P', 'P', 'P', 'P', 'P', 'P', 'P']","['hierarchical neuro - fuzzy quadtree', 'quadtree', 'neuro - fuzzy system', 'fuzzy system', 'recursive partitioning', 'learn algorithm', 'mackey glass chaotic series']","['mackey glass chaotic series forecast', 'fuzzy quadtree', 'fuzzy model', 'fuzzy system', 'artificial neural network', 'name hierarchical neuro', 'input space name quadtree', 'recursive partitioning method', 'hybrid neuro', 'hnfq system', 'function approximation', 'learn algorithm', 'other neuro', 'hnfq', 'learn capacity', 'basic cell', 'model', 'benchmark application', 'architecture', 'own structure']","[{'mackey glass chaotic series forecast': 0.8432999999999999, 'fuzzy quadtree': 0.6911, 'fuzzy model': 0.5269, 'fuzzy systems': 0.5246999999999999, 'artificial neural networks': 0.4958, 'named hierarchical neuro': 0.49229999999999996, 'input space named quadtree': 0.4754, 'recursive partitioning method': 0.45059999999999995, 'hybrid neuro': 0.4478, 'hnfq system': 0.3784, 'function approximation': 0.32199999999999995, 'learning algorithm': 0.31120000000000003, 'other neuro': 0.2443, 'hnfq': 0.2436, 'learning capacity': 0.2013, 'basic cell': 0.19820000000000002, 'model': 0.1529, 'benchmark applications': 0.098, 'architecture': 0.0963, 'own structure': 0.0839, 'based': 0.0827, 'major advantages': 0.0704, 'combination': 0.0682, 'interpretability': 0.0574, 'spirals': 0.0553, 'compared': 0.0306, 'evaluated': 0.0271, 'limited': 0.027, 'past': 0.025, 'creates': 0.0209, 'describes': 0.0152}]"
568,630,Score tests for zero-inflated Poisson models,"in many situations count data have a large proportion of zeros and the zero-inflated poisson regression (zip) model may be appropriate. a simple score test for zero-inflation, comparing the zip model with a constant proportion of excess zeros to a standard poisson regression model, was given by van den broek (1995). we extend this test to the more general situation where the zero probability is allowed to depend on covariates. the performance of this test is evaluated using a simulation study. to identify potentially important covariates in the zero-inflation model a composite test is proposed. the use of the general score test and the composite procedure is illustrated on two examples from the literature. the composite score test is found to suggest appropriate models","['score tests', 'count data', 'excess zeros', 'zero probability', 'covariates', 'simulation', 'composite test', 'zero-inflated poisson regression model']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R']","['score test', 'count datum', 'excess zero', 'zero probability', 'covariate', 'simulation', 'composite test', 'zero - inflate poisson regression model']","['inflate poisson regression', 'standard poisson regression model', 'many situation count datum have', 'composite score test', 'inflation model', 'simple score test', 'general score test', 'excess zero', 'inflation', 'composite test', 'zero', 'zip model', 'covariate', 'simulation study', 'composite procedure', 'test', 'evaluate use', 'zip', 'model', 'constant proportion']","[{'inflated poisson regression': 0.9305, 'standard poisson regression model': 0.8545, 'many situations count data have': 0.7315999999999999, 'composite score test': 0.6247, 'inflation model': 0.6163000000000001, 'simple score test': 0.5376000000000001, 'general score test': 0.5194000000000001, 'excess zeros': 0.4929, 'inflation': 0.4459, 'composite test': 0.42110000000000003, 'zeros': 0.3726, 'zip model': 0.3422, 'covariates': 0.261, 'simulation study': 0.2595, 'composite procedure': 0.2434, 'test': 0.2403, 'evaluated using': 0.2347, 'zip': 0.1718, 'model': 0.1704, 'constant proportion': 0.16620000000000001, 'general situation': 0.16620000000000001, 'depend': 0.1487, 'comparing': 0.1372, 'given': 0.1077, 'proportion': 0.1065, 'examples': 0.0769, 'probability': 0.0683, 'literature': 0.0681, 'performance': 0.0574, 'found': 0.0339, 'appropriate': 0.0261, 'proposed': 0.02, 'illustrated': 0.0139, 'allowed': 0.0087, 'broek': 0.0073, 'extend': 0.0068}]"
569,675,Application foundations [application servers],the changing role of application servers means choosing the right platform has become a complex challenge,"['application servers', 'microsoft .net', 'transaction processing', 'security', 'availability', 'load balancing', 'java 2 enterprise edition']","['P', 'U', 'U', 'U', 'U', 'U', 'U']","['application server', 'microsoft .net', 'transaction processing', 'security', 'availability', 'load balance', 'java 2 enterprise edition']","['application server mean choose', 'right platform', 'change role', 'become']","[{'application servers means choosing': 1.2952, 'right platform': 0.6849, 'changing role': 0.4595, 'become': 0.2003}]"
570,1220,Modeling discourse in collaborative work support systems: a knowledge representation and configuration perspective,"collaborative work processes usually raise a lot of intricate debates and negotiations among participants, whereas conflicts of interest are inevitable and support for achieving consensus and compromise is required. individual contributions, brought up by parties with different backgrounds and interests, need to be appropriately structured and maintained. this paper presents a model of discourse acts that participants use to communicate their attitudes to each other, or affect the attitudes of others, in such environments. the first part deals with the knowledge representation and communication aspects of the problem, while the second one, in the context of an already implemented system, namely hermes, with issues related to the configuration of the contributions asserted at each discourse instance. the overall work focuses on the machinery needed in a computer-assisted collaborative work environment, the aim being to further enhance the human-computer interaction","['collaborative work support systems', 'knowledge representation', 'conflicts of interest', 'consensus', 'compromise', 'hermes', 'human-computer interaction', 'discourse modeling', 'knowledge communication']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R']","['collaborative work support system', 'knowledge representation', 'conflict of interest', 'consensus', 'compromise', 'hermes', 'human - computer interaction', 'discourse modeling', 'knowledge communication']","['assist collaborative work environment', 'collaborative work process', 'discourse act', 'discourse instance', 'communication aspect', 'participant use', 'knowledge representation', 'intricate debate', 'implement system', 'achieve consensus', 'individual contribution', 'participant', 'overall work focus', 'communicate', 'issue relate', 'conflict', 'contribution assert', 'negotiation', 'such environment', 'machinery need']","[{'assisted collaborative work environment': 1.1868, 'collaborative work processes': 1.0329000000000002, 'discourse acts': 0.7249, 'discourse instance': 0.6187, 'communication aspects': 0.5726, 'participants use': 0.5695, 'knowledge representation': 0.5205, 'intricate debates': 0.5196000000000001, 'implemented system': 0.5156999999999999, 'achieving consensus': 0.47509999999999997, 'individual contributions': 0.4353, 'participants': 0.4247, 'overall work focuses': 0.4065, 'communicate': 0.3928, 'issues related': 0.38870000000000005, 'conflicts': 0.3803, 'contributions asserted': 0.34309999999999996, 'negotiations': 0.3011, 'such environments': 0.2972, 'machinery needed': 0.2961, 'attitudes': 0.2791, 'computer': 0.2757, 'parties': 0.2514, 'structured': 0.2444, 'compromise': 0.2383, 'paper presents': 0.2168, 'support': 0.2164, 'human': 0.197, 'affect': 0.1891, 'interests': 0.1881, 'part deals': 0.1707, 'others': 0.1707, 'hermes': 0.1643, 'different backgrounds': 0.1606, 'second one': 0.1587, 'configuration': 0.1582, 'required': 0.1558, 'aim': 0.1556, 'problem': 0.1453, 'context': 0.1437, 'need': 0.1372, 'interest': 0.1298, 'other': 0.1174, 'maintained': 0.1026, 'model': 0.0899, 'lot': 0.0839, 'brought': 0.0656, 'enhance': 0.0553, 'inevitable': 0.0475}]"
571,1265,Optimization of requantization parameter for MPEG transcoding,"this paper considers transcoding in which an mpeg stream is converted to a low-bit-rate mpeg stream, and proposes a method in which the transcoding error can be reduced by optimally selecting the quantization parameter for each macroblock. in transcoding with a low compression ratio, it is crucial to prohibit transcoding with a requantization parameter which is 1 to 2 times the quantization parameter of the input stream. consequently, as the first step, an optimization method for the requantization parameter is proposed which cares for the error propagation effect by interframe prediction. then, the proposed optimization method is extended so that the method can also be applied to the case of a high compression ratio in which the rate-distortion curve is approximated for each macroblock in the range of requantization parameters larger than 2 times the quantization parameter. it is verified by a simulation experiment that the psnr is improved by 0.5 to 0.8 db compared to the case in which a 6 mbit/s mpeg stream is not optimized by twofold recompression","['low-bit-rate mpeg stream', 'transcoding error', 'macroblock', 'compression ratio', 'error propagation effect', 'interframe prediction', 'rate-distortion curve', 'simulation', 'psnr', '6 mbit/s', 'twofold recompression', 'requantization parameter optimization', 'rate conversion', 'rate control']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'U', 'U']","['low - bit - rate mpeg stream', 'transcode error', 'macroblock', 'compression ratio', 'error propagation effect', 'interframe prediction', 'rate - distortion curve', 'simulation', 'psnr', '6 mbit / s', 'twofold recompression', 'requantization parameter optimization', 'rate conversion', 'rate control']","['rate mpeg stream', 'mpeg stream', 'compression ratio', 'transcode', 'requantization parameter large', 'input stream', 'quantization parameter', 'requantization parameter', 'distortion curve', 'optimize', 'interframe prediction', 'optimization', 'convert', 'macroblock', 'rate', 'bit', 'crucial', 'approximate', 'propagation', 'reduce']","[{'rate mpeg stream': 0.9889, 'mpeg stream': 0.8589, 'compression ratio': 0.5309, 'transcoding': 0.371, 'requantization parameters larger': 0.34909999999999997, 'input stream': 0.33499999999999996, 'quantization parameter': 0.32999999999999996, 'requantization parameter': 0.3004, 'distortion curve': 0.263, 'optimized': 0.2352, 'interframe prediction': 0.2128, 'optimization': 0.2072, 'converted': 0.195, 'macroblock': 0.1862, 'rate': 0.13, 'bit': 0.0991, 'crucial': 0.0966, 'approximated': 0.0791, 'propagation': 0.0779, 'reduced': 0.0624, 'simulation': 0.0547, 'psnr': 0.0351, 'improved': 0.0235, 'range': 0.019, 'cares': 0.0132, 'applied': 0.0013}]"
572,1298,An analytical model for a composite adaptive rectangular structure using the Heaviside function,"the objective of this article is to describe a mathematical model, based on the heaviside function and on the delta -dirac distribution, for a composite adaptive rectangular structure with embedded and/or bonded piezoelectric actuators and sensors. in the adopted structure model, the laminae are made up a configuration of rectangular nonpiezoelectric and piezoelectric patches. the laminae do not all have the same area nor do they present the same configuration, such that there are points where there is no material. the equations of motion and the boundary conditions, which describe the electromechanical coupling, are based on the mindlin displacement field, on the linear theory of piezoelectricity, and on the hamilton principle","['composite adaptive rectangular structure', 'heaviside function', 'mathematical model', 'piezoelectric actuators', 'piezoelectric patches', 'equations of motion', 'boundary conditions', 'electromechanical coupling', 'mindlin displacement field', 'hamilton principle', 'delta-dirac distribution', 'embedded actuators', 'embedded sensors', 'bonded actuators', 'bonded sensors', 'piezoelectric sensors', 'nonpiezoelectric patches', 'closed-form solution', 'lagrangian functions', 'linear piezoelectricity', 'constitutive relations', 'virtual kinetic energy', 'rectangular composite plate', 'finite-element method']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'R', 'R', 'R', 'R', 'R', 'R', 'U', 'M', 'R', 'U', 'U', 'M', 'U']","['composite adaptive rectangular structure', 'heaviside function', 'mathematical model', 'piezoelectric actuator', 'piezoelectric patch', 'equation of motion', 'boundary condition', 'electromechanical coupling', 'mindlin displacement field', 'hamilton principle', 'delta - dirac distribution', 'embed actuator', 'embed sensor', 'bond actuator', 'bond sensor', 'piezoelectric sensor', 'nonpiezoelectric patch', 'close - form solution', 'lagrangian function', 'linear piezoelectricity', 'constitutive relation', 'virtual kinetic energy', 'rectangular composite plate', 'finite - element method']","['bond piezoelectric actuator', 'composite adaptive rectangular structure', 'piezoelectricity', 'rectangular nonpiezoelectric', 'piezoelectric', 'electromechanical coupling', 'mindlin displacement', 'adopt structure model', 'laminae', 'boundary condition', 'mathematical model', 'heaviside function', 'sensor', 'motion', 'delta', 'linear theory', 'material', 'embed', 'equation', 'area']","[{'bonded piezoelectric actuators': 0.8515, 'composite adaptive rectangular structure': 0.6265, 'piezoelectricity': 0.5258, 'rectangular nonpiezoelectric': 0.5216, 'piezoelectric': 0.4996, 'electromechanical coupling': 0.4877, 'mindlin displacement': 0.3298, 'adopted structure model': 0.3157, 'laminae': 0.2454, 'boundary conditions': 0.2447, 'mathematical model': 0.1997, 'heaviside function': 0.1936, 'sensors': 0.1728, 'motion': 0.1687, 'delta': 0.1559, 'linear theory': 0.1333, 'material': 0.0937, 'embedded': 0.0579, 'equations': 0.0378, 'area': 0.0275, 'article': 0.0243, 'configuration': 0.0192}]"
573,688,Active vibration control of piezolaminated smart beams,"this paper deals with the active vibration control of beam like structures with distributed piezoelectric sensor and actuator layers bonded on top and bottom surfaces of the beam. a finite element model based on euler-bernoulli beam theory has been developed. the contribution of the piezoelectric sensor and actuator layers on the mass and stiffness of the beam is considered. three types of classical control strategies, namely direct proportional feedback, constant-gain negative velocity feedback and lyapunov feedback and an optimal control strategy, linear quadratic regulator (lqr) scheme are applied to study their control effectiveness. also, the control performance with different types of loading, such as impulse loading, step loading, harmonic and random loading is studied","['active vibration control', 'piezolaminated smart beams', 'beam like structures', 'bottom surfaces', 'finite element model', 'euler-bernoulli beam theory', 'mass', 'stiffness', 'direct proportional feedback', 'constant-gain negative velocity feedback', 'lyapunov feedback', 'optimal control strategy', 'linear quadratic regulator', 'control effectiveness', 'impulse loading', 'step loading', 'random loading', 'distributed piezoelectric sensor layers', 'distributed piezoelectric actuator layers', 'top surfaces', 'harmonic loading']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'R', 'R', 'R', 'R']","['active vibration control', 'piezolaminate smart beam', 'beam like structure', 'bottom surface', 'finite element model', 'euler - bernoulli beam theory', 'mass', 'stiffness', 'direct proportional feedback', 'constant - gain negative velocity feedback', 'lyapunov feedback', 'optimal control strategy', 'linear quadratic regulator', 'control effectiveness', 'impulse loading', 'step load', 'random loading', 'distribute piezoelectric sensor layer', 'distribute piezoelectric actuator layer', 'top surface', 'harmonic loading']","['active vibration control', 'distribute piezoelectric sensor', 'piezoelectric sensor', 'bernoulli beam', 'actuator layer bond', 'beam', 'actuator layer', 'lyapunov feedback', 'finite element model', 'optimal control', 'velocity feedback', 'classical control', 'structure', 'control', 'impulse loading', 'stiffness', 'linear', 'load', 'harmonic', 'proportional feedback']","[{'active vibration control': 0.6784, 'distributed piezoelectric sensor': 0.5615, 'piezoelectric sensor': 0.5486, 'bernoulli beam': 0.37829999999999997, 'actuator layers bonded': 0.3444, 'beam': 0.2757, 'actuator layers': 0.2687, 'lyapunov feedback': 0.2507, 'finite element model': 0.18569999999999998, 'optimal control': 0.1778, 'velocity feedback': 0.1607, 'classical control': 0.1496, 'structures': 0.149, 'control': 0.1408, 'impulse loading': 0.1364, 'stiffness': 0.1257, 'linear': 0.1121, 'loading': 0.0944, 'harmonic': 0.0862, 'proportional feedback': 0.08259999999999999, 'euler': 0.0705, 'bottom surfaces': 0.0469, 'top': 0.0276, 'mass': 0.0219, 'constant': 0.0164, 'lqr': 0.0079}]"
574,574,A novel approach for the detection of pathlines in X-ray angiograms: the wavefront propagation algorithm,"presents a new pathline approach, based on the wavefront propagation principle, and developed in order to reduce the variability in the outcomes of the quantitative coronary artery analysis. this novel approach, called wavepath, reduces the influence of the user-defined start- and endpoints of the vessel segment and is therefore more robust and improves the reproducibility of the lesion quantification substantially. the validation study shows that the wavepath method is totally constant in the middle part of the pathline, even when using the method for constructing a bifurcation or sidebranch pathline. furthermore, the number of corrections needed to guide the wavepath through the correct vessel is decreased from an average of 0.44 corrections per pathline to an average of 0.12 per pathline. therefore, it can be concluded that the wavepath algorithm improves the overall analysis substantially","['x-ray angiograms', 'wavefront propagation algorithm', 'wavefront propagation principle', 'quantitative coronary artery analysis', 'vessel segment', 'lesion quantification', 'wavepath method', 'bifurcation', 'sidebranch pathline', 'corrections', 'correct vessel', 'user-defined startpoints', 'user-defined endpoints']","['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'M', 'R']","['x - ray angiogram', 'wavefront propagation algorithm', 'wavefront propagation principle', 'quantitative coronary artery analysis', 'vessel segment', 'lesion quantification', 'wavepath method', 'bifurcation', 'sidebranch pathline', 'correction', 'correct vessel', 'user - define startpoint', 'user - define endpoint']","['quantitative coronary artery analysis', 'wavepath algorithm improve', 'wavepath method', 'sidebranch pathline', 'wavefront propagation', 'wavepath', 'pathline approach', 'vessel segment', 'pathline', 'vessel', 'endpoint', 'guide', 'lesion quantification', 'bifurcation', 'variability', 'validation study', 'method', 'analysis', 'robust', 'influence']","[{'quantitative coronary artery analysis': 0.8191999999999999, 'wavepath algorithm improves': 0.6552, 'wavepath method': 0.5878, 'sidebranch pathline': 0.5367999999999999, 'wavefront propagation': 0.5004, 'wavepath': 0.4854, 'pathline approach': 0.4296, 'vessel segment': 0.4262, 'pathline': 0.3913, 'vessel': 0.2206, 'endpoints': 0.2158, 'guide': 0.1657, 'lesion quantification': 0.1604, 'bifurcation': 0.1346, 'variability': 0.1318, 'validation study': 0.11130000000000001, 'method': 0.1024, 'analysis': 0.0908, 'robust': 0.0521, 'influence': 0.0474, 'middle': 0.0399, 'approach': 0.0383, 'reproducibility': 0.0281, 'outcomes': 0.0224, 'concluded': 0.0183, 'defined': 0.0175, 'corrections': 0.0172, 'developed': 0.0126, 'improves': 0.0047, 'using': 0.0007, 'order': 0.0006}]"
575,1121,Optimal bandwidth utilization of all-optical ring with a converter of degree 4,"in many models of all-optical routing, a set of communication paths in a network is given, and a wavelength is to be assigned to each path so that paths sharing an edge receive different wavelengths. the goal is to assign as few wavelengths as possible, in order to use the optical bandwidth efficiently. if a node of a network contains a wavelength converter, any path that passes through this node may change its wavelength. having converters at some of the nodes can reduce the number of wavelengths required for routing. this paper presents a wavelength converter with degree 4 and gives a routing algorithm which shows that any routing with load l can be realized with l wavelengths when a node of an all-optical ring hosts such a wavelength converter. it is also proved that 4 is the minimum degree of the converter to reach the full utilization of the available wavelengths if only one node of an all-optical ring hosts a converter","['all-optical ring', 'all-optical routing', 'communication paths', 'wavelength converter', 'all-optical network', 'wavelength assignment', 'wavelength translation']","['P', 'P', 'P', 'P', 'R', 'R', 'M']","['all - optical ring', 'all - optical routing', 'communication path', 'wavelength converter', 'all - optical network', 'wavelength assignment', 'wavelength translation']","['optical routing', 'optical ring host', 'optical bandwidth', 'wavelength converter', 'route algorithm', 'wavelength', 'few wavelength', 'route', 'wavelength', 'communication path', 'nod', 'path share', 'network', 'edge receive', 'path', 'node', 'minimum degree', 'converter', 'converter', 'reach']","[{'optical routing': 0.6965, 'optical ring hosts': 0.6545, 'optical bandwidth': 0.6060000000000001, 'wavelength converter': 0.5647, 'routing algorithm': 0.5619, 'wavelength': 0.4318, 'few wavelengths': 0.4026, 'routing': 0.3867, 'wavelengths': 0.3774, 'communication paths': 0.303, 'nodes': 0.2633, 'paths sharing': 0.2612, 'network': 0.2419, 'edge receive': 0.2229, 'path': 0.2126, 'node': 0.1891, 'minimum degree': 0.1598, 'converters': 0.1461, 'converter': 0.1329, 'reach': 0.0987, 'degree': 0.0881, 'reduce': 0.0761, 'full utilization': 0.0711, 'order': 0.061, 'passes': 0.0522, 'assign': 0.0395, 'many models': 0.039, 'goal': 0.0296, 'set': 0.0258, 'load': 0.0186, 'given': 0.0084}]"
